model,dataset,category,seed,condition,ctype,severity,rescue,image_index,is_anomalous,anomaly_score,experiment
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,102,0,0.6573531031608582,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,103,0,0.7012209296226501,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,104,0,0.6747608184814453,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,105,0,0.6795481443405151,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,106,0,0.6417259573936462,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,107,0,0.6627009510993958,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,108,0,0.6292710304260254,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,109,0,0.6532281041145325,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,110,0,0.6595162749290466,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,111,0,0.7299284338951111,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,112,0,0.6659092307090759,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,113,0,0.6467243432998657,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,114,0,0.6429416537284851,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,115,0,0.6691835522651672,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,116,0,0.6633792519569397,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,117,0,0.7322505116462708,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,118,1,0.7149614691734314,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,119,1,0.6227536201477051,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,120,1,0.630916953086853,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,121,1,0.6864227056503296,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,122,1,0.6190654039382935,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,123,1,0.6918811202049255,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,124,1,0.7245514988899231,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,125,1,0.8700629472732544,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,126,1,0.657421350479126,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,127,1,0.6511002779006958,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,128,1,0.6890082359313965,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,129,1,0.6334989666938782,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,130,1,0.664018452167511,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,131,1,0.5779292583465576,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,132,1,0.6769714951515198,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,133,1,0.642029881477356,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,134,1,0.8212084770202637,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,135,1,0.7425543069839478,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,136,1,0.7172161340713501,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,137,1,0.7444115877151489,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,138,1,0.6408040523529053,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,139,1,0.6536608338356018,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,140,1,0.6592668890953064,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,141,1,0.6540780663490295,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,142,1,0.6263220906257629,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,143,1,0.6577119827270508,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,144,1,0.6126367449760437,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,145,1,0.6554079055786133,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,146,1,0.6462026238441467,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,147,1,0.9256851673126221,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,148,1,0.7076669335365295,feature_space
PaDiM,MVTec-AD,cable,42,rescued,sensor_noise,moderate,NLM Denoise,149,1,0.6845017671585083,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,0,1,0.5351675152778625,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,1,1,0.660593569278717,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,2,1,0.9215847253799438,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,3,1,0.7262848019599915,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,4,1,0.7614216804504395,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,5,1,0.862252414226532,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,6,1,0.629321813583374,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,7,1,0.75642329454422,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,8,1,0.6075619459152222,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,9,1,0.7209071516990662,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,10,1,0.8078007102012634,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,11,1,0.746354341506958,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,12,1,0.6325722932815552,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,13,1,0.6195275187492371,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,14,1,0.6523799896240234,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,15,1,0.6764932870864868,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,16,1,0.6904391050338745,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,17,1,0.596159040927887,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,18,1,0.6706570386886597,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,19,1,0.6035236120223999,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,20,1,0.5732197165489197,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,21,1,0.5866155624389648,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,22,1,0.6695496439933777,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,23,1,0.6341456770896912,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,24,1,0.6047843098640442,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,25,1,0.8735223412513733,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,26,1,0.9011067748069763,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,27,1,0.8153221011161804,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,28,1,0.6838290095329285,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,29,1,0.9398216009140015,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,30,1,0.8367748260498047,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,31,1,0.5972261428833008,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,32,1,0.6029409170150757,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,33,1,0.7099804878234863,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,34,1,0.686998188495636,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,35,1,0.8241310119628906,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,36,1,0.6036880016326904,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,37,1,0.6070034503936768,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,38,1,0.7381868958473206,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,39,1,0.6207633018493652,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,40,1,0.7957868576049805,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,41,1,0.6444173455238342,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,42,1,0.7231597304344177,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,43,1,0.6259065866470337,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,44,1,0.739327609539032,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,45,1,0.5944901704788208,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,46,1,0.5603829026222229,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,47,1,0.6820858120918274,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,48,1,0.6550054550170898,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,49,1,0.6750674843788147,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,50,1,0.82944256067276,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,51,1,0.8372358083724976,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,52,1,0.869472086429596,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,53,1,0.627133309841156,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,54,1,0.6206545829772949,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,55,1,0.6397887468338013,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,56,1,0.7817103862762451,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,57,1,0.582740306854248,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,58,1,0.59550541639328,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,59,1,0.8402239084243774,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,60,0,0.7012279033660889,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,61,0,0.7378033399581909,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,62,0,0.6683126091957092,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,63,0,0.582085907459259,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,64,0,0.6606307625770569,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,65,0,0.6530534029006958,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,66,0,0.5565893650054932,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,67,0,0.660701334476471,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,68,0,0.6122245192527771,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,69,0,0.596578061580658,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,70,0,0.5310768485069275,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,71,0,0.6725261807441711,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,72,0,0.6754690408706665,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,73,0,0.5901311635971069,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,74,0,0.7067770957946777,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,75,0,0.874108612537384,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,76,0,0.6760204434394836,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,77,0,0.5598390102386475,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,78,0,0.6738418936729431,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,79,0,0.6429319381713867,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,80,0,0.6031695008277893,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,81,0,0.6318608522415161,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,82,0,0.6493895053863525,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,83,0,0.589870274066925,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,84,0,0.5675891637802124,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,85,0,0.6683720350265503,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,86,0,0.5719932317733765,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,87,0,0.6682390570640564,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,88,0,0.8035061359405518,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,89,0,0.7145147323608398,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,90,0,0.6332754492759705,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,91,0,0.6747235655784607,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,92,0,0.6039233207702637,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,93,0,0.5613698363304138,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,94,0,0.5663556456565857,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,95,0,0.5209376811981201,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,96,0,0.6310726404190063,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,97,0,0.5384105443954468,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,98,0,0.5576270818710327,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,99,0,0.7007609605789185,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,100,0,0.6325504779815674,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,101,0,0.7850301861763,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,102,0,0.5835486650466919,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,103,0,0.5509379506111145,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,104,0,0.6021826267242432,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,105,0,0.6256756782531738,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,106,0,0.6220617294311523,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,107,0,0.683346688747406,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,108,0,1.0,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,109,0,0.6925896406173706,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,110,0,0.6783700585365295,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,111,0,0.7215304374694824,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,112,0,0.6327061057090759,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,113,0,0.6149826645851135,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,114,0,0.9062603712081909,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,115,0,0.6157456636428833,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,116,0,0.6167272925376892,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,117,0,0.5760079622268677,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,118,1,0.7240571975708008,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,119,1,0.8742692470550537,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,120,1,0.7503277659416199,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,121,1,0.6463718414306641,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,122,1,0.8458272218704224,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,123,1,0.653746485710144,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,124,1,0.7243444919586182,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,125,1,0.7191075682640076,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,126,1,0.5958816409111023,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,127,1,0.8107374906539917,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,128,1,0.8447800278663635,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,129,1,0.6919413805007935,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,130,1,0.6647674441337585,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,131,1,0.5858085751533508,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,132,1,0.7693983912467957,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,133,1,0.8670375347137451,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,134,1,0.6069604158401489,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,135,1,0.6920089721679688,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,136,1,0.6213647127151489,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,137,1,0.569850504398346,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,138,1,0.6152620911598206,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,139,1,0.864172637462616,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,140,1,0.5672731399536133,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,141,1,0.6986290216445923,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,142,1,0.5495103001594543,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,143,1,0.887881875038147,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,144,1,0.5584911108016968,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,145,1,0.6354191303253174,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,146,1,0.5798749923706055,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,147,1,1.0,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,148,1,0.8452504277229309,feature_space
PaDiM,MVTec-AD,cable,42,degraded,fog_haze,moderate,none,149,1,0.6995240449905396,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),0,1,0.6529061198234558,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),1,1,0.8306498527526855,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),2,1,0.6371432542800903,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),3,1,0.6141133308410645,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),4,1,1.0,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),5,1,0.6974233984947205,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),6,1,0.9242361187934875,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),7,1,0.7762196063995361,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),8,1,0.6317130327224731,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),9,1,0.6896101832389832,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),10,1,0.7864618301391602,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),11,1,0.9402400255203247,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),12,1,0.6682822108268738,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),13,1,0.6773766875267029,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),14,1,0.6932132244110107,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),15,1,0.5912038683891296,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),16,1,0.7117633819580078,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),17,1,0.8884179592132568,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),18,1,0.7558636665344238,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),19,1,0.6878258585929871,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),20,1,0.8347705602645874,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),21,1,0.6391509175300598,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),22,1,0.616557240486145,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),23,1,0.5919206142425537,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),24,1,0.7276003360748291,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),25,1,0.6776684522628784,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),26,1,0.6687528491020203,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),27,1,0.7096042037010193,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),28,1,0.700331449508667,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),29,1,0.9301114678382874,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),30,1,0.9934549331665039,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),31,1,0.7405088543891907,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),32,1,0.6355457901954651,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),33,1,0.6612557768821716,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),34,1,0.6242175698280334,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),35,1,1.0,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),36,1,0.708725094795227,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),37,1,0.7509771585464478,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),38,1,0.6203513741493225,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),39,1,0.6049296259880066,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),40,1,0.6997818946838379,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),41,1,0.5449154376983643,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),42,1,0.704250156879425,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),43,1,0.6506138443946838,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),44,1,0.6546330451965332,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),45,1,0.665836751461029,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),46,1,0.6789178848266602,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),47,1,0.7645736932754517,feature_space
PaDiM,MVTec-AD,cable,42,rescued,fog_haze,moderate,Dehaze (Dark Channel),48,1,0.8918068408966064,feature_space
